聚合日期,settlement id,quantity,order postal,product sales,product sales tax,shipping credits,shipping credits tax,gift wrap credits,giftwrap credits tax,Regulatory Fee,Tax On Regulatory Fee,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
2025-06-11,71322560913,4.0,60535.0,28.979999999999997,2.08,0.0,0.0,0,0,0,0,0.0,0,-2.08,-4.35,-7.48,-1.2,0.0,15.95
2025-06-12,95096747884,6.0,187516.0,107.96,7.710000000000001,6.99,0.48,0,0,0,0,0.0,0,-8.19,-16.2,-28.799999999999997,-1.2,0.0,68.75
2025-06-13,95096747884,4.0,119300.0,39.97,2.4299999999999997,0.0,0.0,0,0,0,0,0.0,0,-2.4299999999999997,-6.0,-10.31,-0.6,0.0,23.060000000000002
2025-06-14,23774186971,1.0,23518.0,31.99,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,-4.8,-6.16,0.0,0.0,21.03
2025-06-15,95152129154,3.0,55991.0,130.37,7.91,0.0,0.0,0,0,0,0,-5.0,0,-7.91,-18.81,-20.06,0.0,-6.54,79.96000000000001
2025-06-16,118870934855,9.0,170611.0,137.68,8.34,5.53,0.0,0,0,0,0,-5.53,0,-8.34,-21.08,-36.93,0.0,0.0,79.67
2025-06-17,23774186971,1.0,85338.0,31.99,2.67,0.0,0.0,0,0,0,0,-1.6,0,-2.67,-4.56,-6.16,0.0,0.0,19.67
2025-06-18,213967682739,7.0,465705.0,219.03,16.97,0.0,0.0,0,0,0,0,-6.6,0,-16.97,-31.869999999999997,-38.86,-503.84,-55.6,-417.74
2025-06-19,190394960868,8.0,339844.0,274.03,13.51,8.04,1.05,0,0,0,0,-13.83,0,-14.559999999999999,-39.61,-48.07,-0.6,45.25,225.21
2025-06-20,47749839042,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,-1.47,0.0,0.0,-3.1,-4.57
2025-06-21,143249517126,4.0,129443.0,40.82,3.27,0.0,0.0,0,0,0,0,0.0,0,-3.27,-6.12,-10.63,-0.6,-101.4,-77.93
2025-06-22,167124436647,6.0,284218.0,70.25,5.67,0.0,0.0,0,0,0,0,0.0,0,-5.67,-10.54,-18.61,-0.6,-10.1,30.4
2025-06-23,95499678084,5.0,257942.0,73.75999999999999,5.58,0.0,0.0,0,0,0,0,0.0,0,-5.58,-11.07,-16.79,-0.6,0.0,45.3
2025-06-24,262578763451,8.0,349628.0,132.13,8.32,0.0,0.0,0,0,0,0,0.0,0,-8.32,-34.83,-29.93,0.0,6.04,73.41
2025-06-25,71624758563,3.0,155393.0,37.57,2.73,0.03,0.0,0,0,0,0,0.0,0,-2.73,-5.64,-10.34,0.0,0.0,21.619999999999997
2025-06-26,95499678084,4.0,137034.0,75.71,5.92,1.12,0.0,0,0,0,0,-1.12,0,-5.92,-11.36,-16.7,0.0,0.0,47.65
2025-06-28,119430822015,5.0,361597.0,-45.08,3.8600000000000003,1.0,0.0,0,0,0,0,2.81,0,-3.8600000000000003,3.3400000000000007,-13.870000000000001,0.0,0.0,-51.800000000000004
2025-06-29,143410845496,6.0,222075.0,155.49,9.459999999999999,0.0,0.0,0,0,0,0,-9.600000000000001,0,-9.459999999999999,-21.89,-32.120000000000005,0.0,-9.09,82.79
2025-06-30,47911167412,1.0,78550.0,11.39,0.89,1.14,0.0,0,0,0,0,-1.71,0,-0.89,-1.62,-3.33,0.0,-9.94,-4.069999999999999
2025-07-01,71624758563,3.0,172638.0,55.72,4.529999999999999,0.0,0.0,0,0,0,0,-2.17,0,-4.529999999999999,-8.03,-12.73,0.0,0.0,32.790000000000006
2025-07-02,71624758563,2.0,60222.0,141.98000000000002,7.8,0.0,0.0,0,0,0,0,0.0,0,-7.8,-21.3,-16.0,-350.13,0.0,-245.45
2025-07-03,71841063903,3.0,250354.0,59.57,3.78,1.49,0.12,0,0,0,0,-2.41,0,-3.9,-8.57,-14.629999999999999,0.0,0.0,35.45
2025-07-04,23983072191,1.0,98112.0,15.19,1.49,0.0,0.0,0,0,0,0,-0.76,0,-1.49,-2.16,-3.65,0.0,0.0,8.62
2025-07-05,23983072191,1.0,24651.0,11.39,0.6,0.0,0.0,0,0,0,0,0.0,0,-0.6,-1.71,-3.33,0.0,0.0,6.35
2025-07-06,71949216573,2.0,87246.0,31.33,2.42,0.0,0.0,0,0,0,0,0.0,0,-2.42,-4.699999999999999,-7.800000000000001,0.0,-17.81,1.0200000000000014
2025-07-07,47966144382,1.0,85339.0,15.19,1.31,0.0,0.0,0,0,0,0,-0.76,0,-1.31,-2.16,-3.65,0.0,-181.61,-172.99
2025-07-08,47966144382,2.0,109599.0,26.58,1.83,0.0,0.0,0,0,0,0,-0.57,0,-1.83,-3.9,-6.98,0.0,0.0,15.129999999999999
2025-07-09,95932288764,4.0,201402.0,106.56,7.08,0.0,0.0,0,0,0,0,-2.0,0,-7.08,-15.69,-19.62,0.0,0.0,69.25
2025-07-10,119915360955,5.0,316642.0,61.14,4.47,6.2,0.0,0,0,0,0,-6.2,0,-4.47,-9.07,-24.89,-0.35,0.0,26.830000000000002
2025-07-11,47966144382,2.0,65652.0,31.99,1.28,0.0,0.0,0,0,0,0,-1.6,0,-1.28,-4.56,-6.16,-0.6,0.0,19.07
2025-07-12,47966144382,2.0,112906.0,42.98,4.03,0.02,0.0,0,0,0,0,0.0,0,-4.03,-6.449999999999999,-9.51,0.0,0.0,27.04
2025-07-14,71949216573,3.0,55362.0,60.120000000000005,3.73,0.0,0.0,0,0,0,0,-0.6,0,-3.73,-8.93,-13.64,0.0,0.0,36.95
2025-07-15,71949216573,6.0,85623.0,88.74,5.45,0.0,0.0,0,0,0,0,-0.8,0,-5.45,-13.2,-21.58,0.0,0.0,53.16
2025-07-16,143898433146,4.0,233467.0,19.79,1.78,9.97,0.97,0,0,0,0,-0.19000000000000006,0,-2.75,-14.26,-17.27,0.0,0.0,-1.9600000000000009
2025-07-17,48065927062,2.0,130538.0,31.98,2.7199999999999998,0.0,0.0,0,0,0,0,-0.8,0,-2.7199999999999998,-4.68,-7.3,0.0,0.0,19.2
2025-07-18,24082854871,1.0,65804.0,31.99,2.03,0.0,0.0,0,0,0,0,0.0,0,-2.03,-4.8,-6.16,0.0,0.0,21.03
2025-07-19,24082854871,1.0,92620.0,15.99,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,-2.4,-4.15,0.0,0.0,9.44
2025-07-20,72248564613,2.0,60530.0,31.98,2.24,0.0,0.0,0,0,0,0,-1.6,0,-2.24,-4.56,-7.3,0.0,-8.1,10.42
2025-07-21,24082854871,1.0,18661.0,11.99,0.72,0.0,0.0,0,0,0,0,0.0,0,-0.72,-1.8,-3.33,0.0,0.0,6.86
2025-07-22,72248564613,3.0,193467.0,38.97,2.9,0.01,0.0,0,0,0,0,-0.61,0,-2.9,-5.76,-10.31,0.0,0.0,22.299999999999997
2025-07-23,72248564613,3.0,180532.0,27.98,1.9,0.0,0.0,0,0,0,0,-0.8,0,-1.9,-4.08,-18.43,0.0,0.0,4.670000000000002
2025-07-24,48165709742,2.0,71554.0,28.979999999999997,1.74,0.56,0.0,0,0,0,0,-0.56,0,-1.74,-4.35,-7.48,0.0,0.0,17.15
2025-07-25,96331419484,4.0,164028.0,60.97,4.7,0.0,0.0,0,0,0,0,-0.65,0,-4.7,-9.05,-13.05,0.0,4.93,43.15
2025-07-26,48165709742,2.0,91225.0,21.0,1.9000000000000001,0.0,0.0,0,0,0,0,0.0,0,-1.9000000000000001,-3.5100000000000002,-6.16,0.0,0.0,11.329999999999998
2025-07-27,120414274355,4.0,222608.0,62.959999999999994,3.9,0.6,0.0,0,0,0,0,-2.3,0,-3.9,-9.19,-15.780000000000001,-500.53,0.0,-464.23999999999995
2025-07-28,72248564613,3.0,110382.0,48.97,3.4299999999999997,0.0,0.0,0,0,0,0,0.0,0,-3.4299999999999997,-7.35,-11.45,0.0,0.0,30.169999999999998
2025-07-29,48165709742,2.0,49716.0,16.99,1.02,0.0,0.0,0,0,0,0,0.0,0,-1.02,-2.55,-4.15,0.0,9.94,20.229999999999997
2025-07-30,48165709742,2.0,13875.0,27.98,2.15,3.04,0.0,0,0,0,0,-3.04,0,-2.15,-4.2,-6.98,0.0,0.0,16.8
2025-07-31,96538282244,3.0,189127.0,26.98,0.93,0.0,0.0,0,0,0,0,0.0,0,-0.93,-4.05,-6.98,0.0,80.36,96.31
2025-08-01,24186286251,1.0,11704.0,-15.99,-1.4,-3.04,0.0,0,0,0,0,3.04,0,1.4,1.92,0.0,0.0,0.0,-14.07
2025-08-02,24186286251,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,-143.09,0.0,-143.09
2025-08-03,169304003757,7.0,426422.0,102.63,5.88,0.0,0.0,0,0,0,0,-1.65,0,-5.88,-15.16,-25.41,0.0,0.0,60.410000000000004
2025-08-04,120931431255,5.0,234740.0,82.94999999999999,5.21,0.0,0.0,0,0,0,0,-1.65,0,-5.21,-12.2,-21.490000000000002,0.0,0.0,47.61
2025-08-06,72558858753,2.0,45875.0,41.98,3.1,0.0,0.0,0,0,0,0,0.0,0,-3.1,-6.3,-9.7,0.0,-17.94,8.039999999999997
2025-08-07,48372572502,1.0,37407.0,11.99,1.11,0.0,0.0,0,0,0,0,0.0,0,-1.11,-1.8,-3.33,0.0,-180.05,-173.19
2025-08-09,48372572502,2.0,105075.0,115.97999999999999,1.1,0.0,0.0,0,0,0,0,-99.99,0,-1.1,-2.6999999999999997,-16.41,0.0,0.0,-3.120000000000001
2025-08-10,72558858753,3.0,118666.0,127.97,2.24,0.93,0.0,0,0,0,0,-101.52,0,-2.24,-4.41,-20.240000000000002,0.0,0.0,2.7299999999999986
2025-08-11,48372572502,2.0,21361.0,32.98,1.83,0.0,0.0,0,0,0,0,-0.6,0,-1.83,-4.859999999999999,-9.54,0.0,0.0,17.98
2025-08-12,120931431255,5.0,343943.0,198.95000000000002,13.920000000000002,0.0,0.0,0,0,0,0,-26.8,0,-13.920000000000002,-25.83,-29.92,0.0,0.0,116.39999999999999
2025-08-13,48372572502,2.0,123770.0,140.98000000000002,7.970000000000001,1.49,0.0,0,0,0,0,-27.49,0,-7.970000000000001,-17.25,-16.09,0.0,0.0,81.64
2025-08-14,121241213535,3.0,115688.0,44.97,2.85,0.89,0.0,0,0,0,0,-1.54,0,-2.85,-6.65,-10.54,-515.72,497.58,8.989999999999954
2025-08-15,121447735055,5.0,314300.0,159.97000000000003,8.37,0.0,0.0,0,0,0,0,-26.9,0,-8.37,-20.419999999999998,-24.39,0.0,0.0,88.25999999999999
2025-08-16,48579094022,2.0,159126.0,27.98,2.26,0.0,0.0,0,0,0,0,-0.6,0,-2.26,-4.109999999999999,-6.98,0.0,0.0,16.29
2025-08-17,72868641033,3.0,69597.0,38.97,1.6800000000000002,1.8,0.09,0,0,0,0,-0.29,0,-1.77,-5.85,-11.82,0.0,0.0,22.81
2025-08-18,97158188044,4.0,262750.0,28.98,1.1900000000000002,0.0,0.0,0,0,0,0,-0.20000000000000007,0,-1.1900000000000002,-4.66,-10.22,0.0,0.0,13.900000000000002
2025-08-19,72868641033,2.0,118677.0,20.99,1.4,0.0,0.0,0,0,0,0,-1.05,0,-1.4,-2.99,-17.55,0.0,-29.59,-30.189999999999998
2025-08-20,72868641033,3.0,159335.0,32.98,2.41,6.99,0.58,0,0,0,0,-0.8,0,-2.99,-4.83,-26.240000000000002,0.0,0.0,8.1
2025-08-21,72868641033,3.0,145523.0,15.99,0.79,0.0,0.0,0,0,0,0,-0.8,0,-0.79,-2.28,-26.549999999999997,0.0,0.0,-13.639999999999999
2025-08-22,97158188044,6.0,227679.0,85.0,7.02,0.0,0.0,0,0,0,0,-0.8,0,-7.02,-12.64,-33.42,0.0,0.0,38.14
2025-08-23,97158188044,4.0,134254.0,16.64,1.2999999999999998,0.0,0.0,0,0,0,0,-1.4,0,-1.2999999999999998,-2.55,-6.98,-0.35,0.0,5.359999999999999
2025-08-24,170026829077,6.0,344273.0,102.26,8.0,0.0,0.0,0,0,0,0,-2.3200000000000003,0,-8.0,-15.0,-45.19,-502.17,0.0,-462.42
2025-08-25,170026829077,13.0,514020.0,209.23,18.98,0.5,0.0,0,0,0,0,-0.5,0,-18.979999999999997,-31.4,-61.53,0.0,0.0,116.3
2025-08-26,170026829077,7.0,349178.0,60.57,3.8599999999999994,0.54,0.0,0,0,0,0,-2.9,0,-3.8599999999999994,-8.9,-16.97,-0.7,0.0,31.64
2025-08-27,48579094022,2.0,131465.0,25.98,2.11,0.0,0.0,0,0,0,0,0.0,0,-2.11,-3.9,-6.48,0.0,0.0,15.6
2025-08-28,218709424779,9.0,556600.0,241.09,15.23,2.99,0.0,0,0,0,0,-32.09,0,-15.23,-31.8,-67.81,0.0,0.0,112.38000000000001
2025-08-29,73179146073,3.0,151600.0,31.98,2.82,0.0,0.0,0,0,0,0,-1.6,0,-2.82,-4.56,-18.75,0.0,0.0,7.07
2025-08-30,48786097382,2.0,83818.0,-11.99,-0.84,0.0,0.0,0,0,0,0,0.0,0,0.84,1.44,-11.45,0.0,0.0,-22.0
2025-08-31,48786097382,2.0,155468.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,-22.9,0.0,0.0,-22.9
